diabetes_number
1999
1515
1422
6153
1340
68819
10967
658
8547
406
1610
680
43790
102346
3040
2449
8486
19193
8774
223
941
560
1355
57758
200
12358
77
5658
2192
2063
48
1976
58228
2321
8192
7481
4027
1639
1405
4572
2271
4957
381
193
1168
6380
416
3234
5451
32972
1411
296
626
3937
1260
21283
9137
3947
33899
4317
2517
491
1838
115
538
278
6339
6495
3007
58311
3750
558
73191
245
3977
2101
17844
1513
42400
2232
686
486
1176
4104
10369
2157
1049
1197
4499
29027
950
3565
12376
1932
3470
6372
14707
4685
3077
12723
8592
1675
906
9489
1661
1692
1446
3671
1416
2765
2128
101883
956
2562
3558
2341
3230
14474
60737
3412
6017
32940
6410
7458
3804
3222
1610
4459
559
11065
992
1543
4635
2240
1855
27581
851
4659
1866
570
4847
2677
3186
7475
425
8007
2712
1125
939
4557
7602
6307
210
811
8605
473
3540
1525
1053
776
3698
1162
2687
1432
61
4719
190
727
966
1964
390
968
1650
463
13232
113626
1945
5944
259
562
4237
87571
9935
2441
1314
2952
18103
1767
1080
5498
1176
2291
4569
2465
3520
3376
1749
2546
6429
2818
13
1379
3339
1986
17725
547
14723
1699
33512
1767
228
9262
1430
46175
15579
334
4357
1767
2058
546
12041
1080
7681
2970
1439
4990
15826
3221
1164
1476
3216
958
562
3310
369
361
1148
3408
26877
8750
57985
3201
962
5847
867
12334
4659
8537
703
2181
451
846
1956
909
1010
4427
11793
313
3870
7954
4379
3734
534
32229
3086
4896
1220
120
9375
47189
1666
674
2946
1827
8231
11832
3173
5007
414
151
7731
1764
1967
5593
118
1759
3060
4127
2773
2380
1829
1890
2436
544
2260
4054
16391
436733
7240
27505
12096
1676
4805
14975
2496
6872
2713
952335
1727
1816
8115
289
285
453
2978
1529
2839
3367
4953
35775
718
3227
14002
50762
20520
1632
905
4209
99988
23073
724
942
61088
47667
1942
398
393
4415
1673
3870
46523
21851
4398
1645
4696
3899
12030
48040
24021
531
5936
4011
1069
779
6595
4312
10324
681
2741
2603
6547
812
4133
1782
155
1437
32399
337
16168
14186
2584
5619
432
3090
1117
2961
2481
3085
374
651
21440
11673
10507
547
166
33176
2417
909
16542
4010
8749
9608
1226
2215
2125
4898
3348
919
46565
3955
1620
1698
736
1896
3044
289
1753
1029
1334
2806
415
73763
3260
10076
6847
1531
41730
8537
3461
5059
44747
4794
533
7046
1508
2383
22926
5474
5521
1729
2592
5011
563
2214
8021
10633
2718
2596
7168
2716
46559
517
1349
1770
2000
4846
8636
2862
13442
2743
3732
21295
5477
1847
2608
1140
474
6293
5162
2032
1569
2580
3409
1604
679
10467
526
12957
742
3449
2557
3036
1755
5397
2228
2338
12577
13257
3291
6143
14149
610
1400
7251
2317
15620
2237
8456
2382
62470
1950
20169
9747
18934
1810
8406
1707
1926
5718
246
84176
7504
713
2742
1080
897
11462
4105
8840
22156
13512
6153
1629
18954
1576
3456
3437
1325
2599
1889
2005
609
4770
1469
5098
1778
1205
3477
1099
2699
4670
3999
816
728
